"RXCUI","DRUG_DESCRIPTION","VOCABULARY","CODE","INDICATION_DESCRIPTION"
72257,"interferon beta-1b","ICD9CM","078.10","Viral warts, unspecified"
72257,"interferon beta-1b","ICD9CM","172","Malignant melanoma of skin"
72257,"interferon beta-1b","ICD9CM","172.9","Melanoma of skin, site unspecified"
72257,"interferon beta-1b","ICD9CM","176","Kaposi's sarcoma"
72257,"interferon beta-1b","ICD9CM","176.9","Kaposi s sarcoma, unspecified site"
72257,"interferon beta-1b","ICD9CM","189.0","Malignant neoplasm of kidney, except pelvis"
72257,"interferon beta-1b","ICD9CM","202.1","Mycosis fungoides"
72257,"interferon beta-1b","ICD9CM","202.2","Sezary's disease"
72257,"interferon beta-1b","ICD9CM","202.4","Leukemic reticuloendotheliosis"
72257,"interferon beta-1b","ICD9CM","203.0","Multiple myeloma"
72257,"interferon beta-1b","ICD9CM","203.00","Multiple myeloma, without mention of having achieved remission"
72257,"interferon beta-1b","ICD9CM","228","Hemangioma and lymphangioma, any site"
72257,"interferon beta-1b","ICD9CM","228.0","Hemangioma, any site"
72257,"interferon beta-1b","ICD9CM","228.00","Hemangioma NOS"
72257,"interferon beta-1b","ICD9CM","228.1","Lymphangioma, any site"
72257,"interferon beta-1b","ICD9CM","238.7","Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues"
72257,"interferon beta-1b","ICD9CM","238.71","Essential thrombocythemia"
72257,"interferon beta-1b","ICD9CM","238.75","Myelodysplastic syndrome, unspecified"
72257,"interferon beta-1b","ICD9CM","239.2","Neoplasm of unspecified nature of bone, soft tissue, and skin"
72257,"interferon beta-1b","ICD9CM","239.6","Brain neoplasm NOS"
72257,"interferon beta-1b","ICD9CM","273.2","Other paraproteinemias"
72257,"interferon beta-1b","ICD9CM","287.5","Thrombocytopenia NOS"
72257,"interferon beta-1b","ICD9CM","340","Multiple sclerosis"
72257,"interferon beta-1b","ICD9CM","362.50","Macular degeneration NOS"
72257,"interferon beta-1b","ICD9CM","707.9","Chronic ulcer of unspecified site"
72257,"interferon beta-1b","ICD9CM","790.99","Other nonspecific findings on examination of blood"
72302,"ropinirole","ICD10CM","F79","Unspecified intellectual disabilities"
72302,"ropinirole","ICD10CM","G20","Paralysis agitans"
72302,"ropinirole","ICD10CM","G25.81","Restless legs syndrome"
72302,"ropinirole","ICD10CM","G90.3","Multi-system degeneration of the autonomic nervous system"
72302,"ropinirole","ICD10CM","R29.898","Other symptoms and signs involving the musculoskeletal system"
72302,"ropinirole","ICD9CM","332","Parkinson's disease"
72302,"ropinirole","ICD9CM","332.0","Paralysis agitans"
72302,"ropinirole","ICD9CM","333.94","Restless legs syndrome"
72302,"ropinirole","ICD9CM","333.99","Other extrapyramidal diseases and abnormal movement disorders"
72302,"ropinirole","ICD9CM","781.99","Other symptoms involving nervous and musculoskeletal systems"
72385,"wheat germ oil","ICD10CM","T78.40","Allergy, unspecified"
72385,"wheat germ oil","ICD9CM","995.3","Allergy, unspecified, not elsewhere classified"
72435,"anakinra","ICD10CM","E85.2","Heredofamilial amyloidosis, unspecified"
72435,"anakinra","ICD10CM","M04.2","Chronic infantile neurological, cutaneous and articular syndrome [CINCA]"
72435,"anakinra","ICD10CM","M06.9","Rheumatoid arthritis, unspecified"
72435,"anakinra","ICD10CM","M08.00","Unspecified juvenile rheumatoid arthritis of unspecified site"
72435,"anakinra","ICD9CM","714.0","Rheumatoid arthritis"
72435,"anakinra","ICD9CM","759.89","Other specified congenital anomalies"
72625,"duloxetine","ICD10CM","E08-E13","Diabetes mellitus (E08-E13)"
72625,"duloxetine","ICD10CM","E10.9","Type 1 diabetes mellitus without complications"
72625,"duloxetine","ICD10CM","E11.40","Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
72625,"duloxetine","ICD10CM","E11.9","Type 2 diabetes mellitus without complications"
72625,"duloxetine","ICD10CM","E70.29","Other disorders of tyrosine metabolism"
72625,"duloxetine","ICD10CM","F32.9","Depression NOS"
72625,"duloxetine","ICD10CM","F33.9","Monopolar depression NOS"
72625,"duloxetine","ICD10CM","F41.1","Anxiety reaction"
72625,"duloxetine","ICD10CM","F41.9","Anxiety disorder, unspecified"
72625,"duloxetine","ICD10CM","F93.8","Other childhood emotional disorders"
72625,"duloxetine","ICD10CM","M14.80","Arthropathies in other specified diseases classified elsewhere, unspecified site"
72625,"duloxetine","ICD10CM","M15-M19","Osteoarthritis (M15-M19)"
72625,"duloxetine","ICD10CM","M19.9","Osteoarthritis, unspecified site"
72625,"duloxetine","ICD10CM","M19.90","Arthritis NOS"
72625,"duloxetine","ICD10CM","M54.5","Low back pain"
72625,"duloxetine","ICD10CM","M72.4","Pseudosarcomatous fibromatosis"
72625,"duloxetine","ICD10CM","M79.1","Myalgia"
72625,"duloxetine","ICD10CM","M79.7","Fibromyalgia"
72625,"duloxetine","ICD10CM","N39.3","Stress incontinence (female) (male)"
72625,"duloxetine","ICD10CM","N39.46","Mixed incontinence"
72625,"duloxetine","ICD10CM","R45.0","Nervousness"
72625,"duloxetine","ICD10CM","R45.89","Other symptoms and signs involving emotional state"
72625,"duloxetine","ICD10CM","R52","Pain NOS"
72625,"duloxetine","ICD10CM","R53.83","Fatigue NOS"
72625,"duloxetine","ICD10CM","R54","Age-related physical debility"
72625,"duloxetine","ICD10CM","R68.89","Other general symptoms and signs"
72625,"duloxetine","ICD10CM","Z90.79","Acquired absence of other genital organ(s)"
72625,"duloxetine","ICD9CM","250","Diabetes mellitus"
72625,"duloxetine","ICD9CM","250.00","Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
72625,"duloxetine","ICD9CM","250.1","Diabetes with ketoacidosis"
72625,"duloxetine","ICD9CM","250.6","Diabetes with neurological manifestations"
72625,"duloxetine","ICD9CM","250.60","Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
72625,"duloxetine","ICD9CM","300.02","Generalized anxiety dis"
72625,"duloxetine","ICD9CM","300.2","Phobic disorders"
72625,"duloxetine","ICD9CM","300.20","Phobia, unspecified"
72625,"duloxetine","ICD9CM","311","Depressive disorder, not elsewhere classified"
72625,"duloxetine","ICD9CM","338-338.99","PAIN"
72625,"duloxetine","ICD9CM","338.2","Chronic pain"
72625,"duloxetine","ICD9CM","338.29","Other chronic pain"
72625,"duloxetine","ICD9CM","357.2","Polyneuropathy in diabetes"
72625,"duloxetine","ICD9CM","625.6","Stress incontinence, female"
72625,"duloxetine","ICD9CM","715.9","Osteoarthrosis, unspecified whether generalized or localized"
72625,"duloxetine","ICD9CM","715.90","Osteoarthrosis, unspecified whether generalized or localized, site unspecified"
72625,"duloxetine","ICD9CM","729.0","Rheumatism, unspecified and fibrositis"
72625,"duloxetine","ICD9CM","729.1","Myalgia and myositis, unspecified"
72625,"duloxetine","ICD9CM","780.79","Other malaise and fatigue"
72625,"duloxetine","ICD9CM","780.99","Other general symptoms"
72625,"duloxetine","ICD9CM","781.99","Other symptoms involving nervous and musculoskeletal systems"
72625,"duloxetine","ICD9CM","788.39","Other urinary incontinence"
72901,"ferumoxides","ICD10CM","C22.0","Hepatoma"
72901,"ferumoxides","ICD10CM","D49.0","Neoplasm of unspecified behavior of digestive system"
72937,"tolcapone","ICD10CM","F79","Unspecified intellectual disabilities"
72937,"tolcapone","ICD10CM","G20","Paralysis agitans"
72937,"tolcapone","ICD10CM","G90.3","Multi-system degeneration of the autonomic nervous system"
72937,"tolcapone","ICD9CM","332","Parkinson's disease"
72937,"tolcapone","ICD9CM","332.0","Paralysis agitans"
72937,"tolcapone","ICD9CM","780-789.99","SYMPTOMS"
72962,"docetaxel","ICD10CM","C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
72962,"docetaxel","ICD10CM","C43.9","Malignant melanoma of skin, unspecified"
72962,"docetaxel","ICD10CM","C50","Malignant neoplasm of breast"
72962,"docetaxel","ICD10CM","C50-C50","Malignant neoplasms of breast (C50)"
72962,"docetaxel","ICD10CM","C50.919","Malignant neoplasm of unspecified site of unspecified female breast"
72962,"docetaxel","ICD10CM","C50.929","Malignant neoplasm of unspecified site of unspecified male breast"
72962,"docetaxel","ICD10CM","C56","Malignant neoplasm of ovary"
72962,"docetaxel","ICD10CM","C56.9","Malignant neoplasm of unspecified ovary"
72962,"docetaxel","ICD10CM","C61","Malignant neoplasm of prostate"
72962,"docetaxel","ICD10CM","C76.0","Malignant neoplasm of head, face and neck"
72962,"docetaxel","ICD10CM","C79.51","Secondary malignant neoplasm of bone"
72962,"docetaxel","ICD10CM","C85.86","Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes"
72962,"docetaxel","ICD10CM","C85.96","Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
72962,"docetaxel","ICD10CM","D49.0","Neoplasm of unspecified behavior of digestive system"
72962,"docetaxel","ICD10CM","D49.2","Neoplasm of unspecified behavior of bone, soft tissue, and skin"
72962,"docetaxel","ICD10CM","D49.3","Neoplasm of unspecified behavior of breast"
72962,"docetaxel","ICD10CM","D49.59","Neoplasm of unspecified behavior of other genitourinary organ"
72962,"docetaxel","ICD10CM","D49.89","Neoplasm of unspecified behavior of other specified sites"
72962,"docetaxel","ICD9CM","151","Malignant neoplasm of stomach"
72962,"docetaxel","ICD9CM","151.9","Malignant neoplasm of stomach, unspecified site"
72962,"docetaxel","ICD9CM","162.9","Malignant neoplasm of bronchus and lung, unspecified"
72962,"docetaxel","ICD9CM","172","Malignant melanoma of skin"
72962,"docetaxel","ICD9CM","172.9","Melanoma of skin, site unspecified"
72962,"docetaxel","ICD9CM","183.0","Malign neopl ovary"
72962,"docetaxel","ICD9CM","185","Malign neopl prostate"
72962,"docetaxel","ICD9CM","239.2","Neoplasm of unspecified nature of bone, soft tissue, and skin"
72962,"docetaxel","ICD9CM","239.3","Neoplasm of unspecified nature of breast"
72962,"docetaxel","ICD9CM","239.5","Neoplasm of unspecified nature of other genitourinary organs"
72962,"docetaxel","ICD9CM","239.89","Neoplasms of unspecified nature, other specified sites"
72965,"letrozole","ICD10CM","C50","Malignant neoplasm of breast"
72965,"letrozole","ICD10CM","C50-C50","Malignant neoplasms of breast (C50)"
72965,"letrozole","ICD10CM","C50.919","Malignant neoplasm of unspecified site of unspecified female breast"
72965,"letrozole","ICD10CM","C50.929","Malignant neoplasm of unspecified site of unspecified male breast"
72965,"letrozole","ICD10CM","D49.3","Neoplasm of unspecified behavior of breast"
72965,"letrozole","ICD10CM","R41.89","Other symptoms and signs involving cognitive functions and awareness"
72965,"letrozole","ICD9CM","239.3","Neoplasm of unspecified nature of breast"
73032,"remifentanil","ICD10CM","R52","Pain NOS"
73032,"remifentanil","ICD9CM","338-338.99","PAIN"
73032,"remifentanil","ICD9CM","780.99","Other general symptoms"
73044,"repaglinide","ICD10CM","E08-E13","Diabetes mellitus (E08-E13)"
73044,"repaglinide","ICD10CM","E10.9","Type 1 diabetes mellitus without complications"
73044,"repaglinide","ICD10CM","E11","Type 2 diabetes mellitus"
73044,"repaglinide","ICD10CM","E11.9","Type 2 diabetes mellitus without complications"
73044,"repaglinide","ICD10CM","N08","Nephropathy"
73044,"repaglinide","ICD10CM","N28.9","Disorder of kidney and ureter, unspecified"
73044,"repaglinide","ICD10CM","R73.9","Hyperglycemia, unspecified"
73044,"repaglinide","ICD9CM","250","Diabetes mellitus"
73044,"repaglinide","ICD9CM","250.00","Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
73044,"repaglinide","ICD9CM","250.1","Diabetes with ketoacidosis"
73044,"repaglinide","ICD9CM","271.8","Other specified disorders of carbohydrate transport and metabolism"
73044,"repaglinide","ICD9CM","580-629.99","DISEASES OF THE GENITOURINARY SYSTEM"
73044,"repaglinide","ICD9CM","593.9","Unspecified disorder of kidney and ureter"
73044,"repaglinide","ICD9CM","599.9","Urinary tract dis NOS"
73044,"repaglinide","ICD9CM","790.6","Other abnormal blood chemistry"
73056,"risedronate","ICD10CM","M81.0","Age-related osteoporosis without current pathological fracture"
73056,"risedronate","ICD10CM","M88","Osteitis deformans [Paget's disease of bone]"
73056,"risedronate","ICD10CM","M88.9","Osteitis deformans of unspecified bone"
73056,"risedronate","ICD9CM","731.0","Osteitis deformans without mention of bone tumor"
73056,"risedronate","ICD9CM","733.0","Osteoporosis"
73056,"risedronate","ICD9CM","733.00","Osteoporosis NOS"
73137,"tirofiban","ICD10CM","I20-I25","Ischemic heart diseases (I20-I25)"
73137,"tirofiban","ICD10CM","I20.0","Crescendo angina"
73137,"tirofiban","ICD10CM","I21","cardiac infarction"
73137,"tirofiban","ICD10CM","I21.9","Acute myocardial infarction, unspecified"
73137,"tirofiban","ICD10CM","I22","cardiac infarction"
73137,"tirofiban","ICD10CM","I24.8","Other forms of acute ischemic heart disease"
73137,"tirofiban","ICD10CM","I24.9","Acute ischemic heart disease, unspecified"
73137,"tirofiban","ICD10CM","I25.1","Coronary (artery) disease"
73137,"tirofiban","ICD10CM","I25.10","Atherosclerotic heart disease of native coronary artery without angina pectoris"
73137,"tirofiban","ICD10CM","I25.110","Atherosclerotic heart disease of native coronary artery with unstable angina pectoris"
73137,"tirofiban","ICD10CM","I25.6","Silent myocardial ischemia"
73137,"tirofiban","ICD10CM","I25.9","Chronic ischemic heart disease, unspecified"
73137,"tirofiban","ICD10CM","I63.9","Cerebral infarction, unspecified"
73137,"tirofiban","ICD10CM","I74.9","Embolism and thrombosis of unspecified artery"
73137,"tirofiban","ICD10CM","P29.4","Transient myocardial ischemia in newborn"
73137,"tirofiban","ICD9CM","410","Acute myocardial infarction"
73137,"tirofiban","ICD9CM","410-414.99","ISCHEMIC HEART DISEASE"
73137,"tirofiban","ICD9CM","410.9","Acute myocardial infarction, unspecified site"
73137,"tirofiban","ICD9CM","410.90","Acute myocardial infarction of unspecified site, episode of care unspecified"
73137,"tirofiban","ICD9CM","411.1","Intermed coronary synd"
73137,"tirofiban","ICD9CM","414.0","Coronary atherosclerosis"
73137,"tirofiban","ICD9CM","414.00","Coronary atherosclerosis of unspecified type of vessel, native or graft"
73137,"tirofiban","ICD9CM","414.01","Coronary atherosclerosis of native coronary artery"
73137,"tirofiban","ICD9CM","414.8","Other specified forms of chronic ischemic heart disease"
73137,"tirofiban","ICD9CM","430-438.99","CEREBROVASCULAR DISEASE"
73137,"tirofiban","ICD9CM","434.91","Cerebral artery occlusion, unspecified with cerebral infarction"
73137,"tirofiban","ICD9CM","436","Cva"
73137,"tirofiban","ICD9CM","437.9","Unspecified cerebrovascular disease"
73137,"tirofiban","ICD9CM","453.9","Other venous embolism and thrombosis of unspecified site"
73137,"tirofiban","ICD9CM","459.9","Unspecified circulatory system disorder"
73178,"iloperidone","ICD10CM","F20","Schizophrenia"
73178,"iloperidone","ICD10CM","F20.9","Schizophrenia, unspecified"
73178,"iloperidone","ICD10CM","F84.5","Asperger's syndrome"
73178,"iloperidone","ICD9CM","295","Schizophrenic disorders"
73178,"iloperidone","ICD9CM","295.9","Unspecified schizophrenia"
73178,"iloperidone","ICD9CM","295.90","Schizophrenia NOS-unspec"
73494,"telmisartan","ICD10CM","E08-E13","Diabetes mellitus (E08-E13)"
73494,"telmisartan","ICD10CM","E10.9","Type 1 diabetes mellitus without complications"
73494,"telmisartan","ICD10CM","E11.21","Type 2 diabetes mellitus with diabetic nephropathy"
73494,"telmisartan","ICD10CM","E11.9","Type 2 diabetes mellitus without complications"
73494,"telmisartan","ICD10CM","I10","Essential (primary) hypertension"
73494,"telmisartan","ICD10CM","I21","cardiac infarction"
73494,"telmisartan","ICD10CM","I21.9","Acute myocardial infarction, unspecified"
73494,"telmisartan","ICD10CM","I22","cardiac infarction"
73494,"telmisartan","ICD10CM","I50","Heart failure"
73494,"telmisartan","ICD10CM","I50.9","Heart failure, unspecified"
73494,"telmisartan","ICD10CM","I63.9","Cerebral infarction, unspecified"
73494,"telmisartan","ICD10CM","I95","Hypotension"
73494,"telmisartan","ICD10CM","I95.9","Hypotension, unspecified"
73494,"telmisartan","ICD10CM","N08","Nephropathy"
73494,"telmisartan","ICD10CM","N28.9","Disorder of kidney and ureter, unspecified"
73494,"telmisartan","ICD10CM","P29.0","Neonatal cardiac failure"
73494,"telmisartan","ICD10CM","P29.2","Neonatal hypertension"
73494,"telmisartan","ICD10CM","R94.39","Abnormal result of other cardiovascular function study"
73494,"telmisartan","ICD9CM","250","Diabetes mellitus"
73494,"telmisartan","ICD9CM","250.00","Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
73494,"telmisartan","ICD9CM","250.1","Diabetes with ketoacidosis"
73494,"telmisartan","ICD9CM","250.4","Diabetes with renal manifestations"
73494,"telmisartan","ICD9CM","250.40","Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
73494,"telmisartan","ICD9CM","390-459.99","DISEASES OF THE CIRCULATORY SYSTEM"
73494,"telmisartan","ICD9CM","401","Essential hypertension"
73494,"telmisartan","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
73494,"telmisartan","ICD9CM","401.9","Hypertension NOS"
73494,"telmisartan","ICD9CM","410","Acute myocardial infarction"
73494,"telmisartan","ICD9CM","410.9","Acute myocardial infarction, unspecified site"
73494,"telmisartan","ICD9CM","410.90","Acute myocardial infarction of unspecified site, episode of care unspecified"
73494,"telmisartan","ICD9CM","428","Heart failure"
73494,"telmisartan","ICD9CM","428.0","Congestive heart failure, unspecified"
73494,"telmisartan","ICD9CM","428.1","Left heart failure"
73494,"telmisartan","ICD9CM","428.9","Heart failure NOS"
73494,"telmisartan","ICD9CM","429.2","Ascvd"
73494,"telmisartan","ICD9CM","429.9","Heart disease NOS"
73494,"telmisartan","ICD9CM","430-438.99","CEREBROVASCULAR DISEASE"
73494,"telmisartan","ICD9CM","434.91","Cerebral artery occlusion, unspecified with cerebral infarction"
73494,"telmisartan","ICD9CM","436","Cva"
73494,"telmisartan","ICD9CM","437.9","Unspecified cerebrovascular disease"
73494,"telmisartan","ICD9CM","458","Hypotension"
73494,"telmisartan","ICD9CM","458.9","Hypotension NOS"
73494,"telmisartan","ICD9CM","459.9","Unspecified circulatory system disorder"
73494,"telmisartan","ICD9CM","518.4","Acute lung edema NOS"
73494,"telmisartan","ICD9CM","580-629.99","DISEASES OF THE GENITOURINARY SYSTEM"
73494,"telmisartan","ICD9CM","583.81","Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere"
73494,"telmisartan","ICD9CM","593.9","Unspecified disorder of kidney and ureter"
73494,"telmisartan","ICD9CM","599.9","Urinary tract dis NOS"
73494,"telmisartan","ICD9CM","782.3","Edema"
73494,"telmisartan","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
73645,"valacyclovir","ICD10CM","A60.9","Anogenital herpesviral infection, unspecified"
73645,"valacyclovir","ICD10CM","B00","Herpesviral [herpes simplex] infections"
73645,"valacyclovir","ICD10CM","B00.1","Herpes simplex labialis"
73645,"valacyclovir","ICD10CM","B00.9","Herpes simplex infection NOS"
73645,"valacyclovir","ICD10CM","B01","Varicella [chickenpox]"
73645,"valacyclovir","ICD10CM","B01.89","Other varicella complications"
73645,"valacyclovir","ICD10CM","B01.9","Varicella NOS"
73645,"valacyclovir","ICD10CM","B02","Zoster [herpes zoster]"
73645,"valacyclovir","ICD10CM","B02.9","Zoster NOS"
73645,"valacyclovir","ICD10CM","P35.8","Other congenital viral diseases"
73645,"valacyclovir","ICD9CM","052","Chickenpox"
73645,"valacyclovir","ICD9CM","052.9","Varicella without mention of complication"
73645,"valacyclovir","ICD9CM","053","Herpes zoster"
73645,"valacyclovir","ICD9CM","053.9","Herpes zoster without mention of complication"
73645,"valacyclovir","ICD9CM","054","Herpes simplex"
73645,"valacyclovir","ICD9CM","054.1","Genital herpes"
73645,"valacyclovir","ICD9CM","054.10","Genital herpes NOS"
73645,"valacyclovir","ICD9CM","054.2","Herpetic gingivostomatitis"
73645,"valacyclovir","ICD9CM","054.9","Herpes simplex without mention of complication"
73645,"valacyclovir","ICD9CM","058.89","Other human herpesvirus infection"
73689,"febuxostat","ICD10CM","E79.0","Hyperuricemia without signs of inflammatory arthritis and tophaceous disease"
73689,"febuxostat","ICD10CM","M10","Gout"
73689,"febuxostat","ICD10CM","M10.9","Gout NOS"
73689,"febuxostat","ICD10CM","R41.89","Other symptoms and signs involving cognitive functions and awareness"
73689,"febuxostat","ICD9CM","274","Gout"
73689,"febuxostat","ICD9CM","274.9","Gout NOS"
73689,"febuxostat","ICD9CM","790.6","Other abnormal blood chemistry"
73710,"paricalcitol","ICD10CM","E21.3","Hyperparathyroidism, unspecified"
73710,"paricalcitol","ICD10CM","E55.9","Avitaminosis D"
73710,"paricalcitol","ICD10CM","N18","Chronic kidney disease (CKD)"
73710,"paricalcitol","ICD10CM","N18.9","Chronic kidney disease, unspecified"
73710,"paricalcitol","ICD9CM","252.0","Hyperparathyroidism"
73710,"paricalcitol","ICD9CM","252.00","Hyperparathyroidism NOS"
73710,"paricalcitol","ICD9CM","585","Chronic kidney disease (CKD)"
73710,"paricalcitol","ICD9CM","585.9","Chronic kidney dis NOS"
74667,"zaleplon","ICD10CM","G47.0","Insomnia"
74667,"zaleplon","ICD10CM","G47.00","Insomnia NOS"
74667,"zaleplon","ICD10CM","G47.9","Sleep disorder NOS"
74667,"zaleplon","ICD10CM","R68.89","Other general symptoms and signs"
74667,"zaleplon","ICD10CM","Z73.819","Behavioral insomnia of childhood, unspecified type"
74667,"zaleplon","ICD9CM","307.42","Persistent disorder of initiating or maintaining sleep"
74667,"zaleplon","ICD9CM","327.3","Circadian rhythm sleep disorder"
74667,"zaleplon","ICD9CM","780.5","Sleep disturbances"
74667,"zaleplon","ICD9CM","780.50","Sleep disturbance, unspecified"
74667,"zaleplon","ICD9CM","780.52","Insomnia NOS"
74667,"zaleplon","ICD9CM","780.54","Hypersomnia, unspecified"
75207,"bosentan","ICD10CM","I10","Essential (primary) hypertension"
75207,"bosentan","ICD10CM","I27.0","Idiopathic pulmonary arterial hypertension"
75207,"bosentan","ICD10CM","I27.20","Pulmonary hypertension NOS"
75207,"bosentan","ICD10CM","P29.2","Neonatal hypertension"
75207,"bosentan","ICD10CM","P29.30","Pulmonary hypertension of newborn"
75207,"bosentan","ICD9CM","401","Essential hypertension"
75207,"bosentan","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
75207,"bosentan","ICD9CM","401.9","Unspecified essential hypertension"
75207,"bosentan","ICD9CM","416.0","Prim pulm hypertension"
75207,"bosentan","ICD9CM","780-789.99","SYMPTOMS"
75207,"bosentan","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
75635,"eptifibatide","ICD10CM","I20-I25","Ischemic heart diseases (I20-I25)"
75635,"eptifibatide","ICD10CM","I20.0","Crescendo angina"
75635,"eptifibatide","ICD10CM","I21","cardiac infarction"
75635,"eptifibatide","ICD10CM","I21.9","Acute myocardial infarction, unspecified"
75635,"eptifibatide","ICD10CM","I22","cardiac infarction"
75635,"eptifibatide","ICD10CM","I24.8","Other forms of acute ischemic heart disease"
75635,"eptifibatide","ICD10CM","I24.9","Acute ischemic heart disease, unspecified"
75635,"eptifibatide","ICD10CM","I25.1","Coronary (artery) disease"
75635,"eptifibatide","ICD10CM","I25.10","Atherosclerotic heart disease of native coronary artery without angina pectoris"
75635,"eptifibatide","ICD10CM","I25.110","Atherosclerotic heart disease of native coronary artery with unstable angina pectoris"
75635,"eptifibatide","ICD10CM","I25.6","Silent myocardial ischemia"
75635,"eptifibatide","ICD10CM","I25.9","Chronic ischemic heart disease, unspecified"
75635,"eptifibatide","ICD10CM","P29.4","Transient myocardial ischemia in newborn"
75635,"eptifibatide","ICD9CM","410","Acute myocardial infarction"
75635,"eptifibatide","ICD9CM","410-414.99","ISCHEMIC HEART DISEASE"
75635,"eptifibatide","ICD9CM","410.9","Acute myocardial infarction, unspecified site"
75635,"eptifibatide","ICD9CM","410.90","Acute myocardial infarction of unspecified site, episode of care unspecified"
75635,"eptifibatide","ICD9CM","411.1","Intermed coronary synd"
75635,"eptifibatide","ICD9CM","414.0","Coronary atherosclerosis"
75635,"eptifibatide","ICD9CM","414.00","Coronary atherosclerosis of unspecified type of vessel, native or graft"
75635,"eptifibatide","ICD9CM","414.01","Coronary atherosclerosis of native coronary artery"
75635,"eptifibatide","ICD9CM","414.8","Other specified forms of chronic ischemic heart disease"
75917,"interferon beta-1a","ICD10CM","G35","Generalized multiple sclerosis"
75917,"interferon beta-1a","ICD9CM","340","Multiple sclerosis"
75917,"interferon beta-1a","ICD9CM","780-789.99","SYMPTOMS"
76895,"reteplase","ICD10CM","I21","cardiac infarction"
76895,"reteplase","ICD10CM","I21.9","Acute myocardial infarction, unspecified"
76895,"reteplase","ICD10CM","I22","cardiac infarction"
76895,"reteplase","ICD10CM","I50","Heart failure"
76895,"reteplase","ICD10CM","I50.9","Heart failure, unspecified"
76895,"reteplase","ICD10CM","P29.0","Neonatal cardiac failure"
76895,"reteplase","ICD9CM","410","Acute myocardial infarction"
76895,"reteplase","ICD9CM","410.9","Acute myocardial infarction, unspecified site"
76895,"reteplase","ICD9CM","410.90","Acute myocardial infarction of unspecified site, episode of care unspecified"
76895,"reteplase","ICD9CM","428","Heart failure"
76895,"reteplase","ICD9CM","428.0","Congestive heart failure, unspecified"
76895,"reteplase","ICD9CM","428.9","Heart failure NOS"
76895,"reteplase","ICD9CM","782.3","Edema"
77492,"tamsulosin","ICD10CM","N13.8","Other obstructive and reflux uropathy"
77492,"tamsulosin","ICD10CM","N40","Benign prostatic hyperplasia"
77492,"tamsulosin","ICD10CM","N40.0","Benign prostatic hyperplasia without lower urinary tract symptoms"
77492,"tamsulosin","ICD10CM","N40.1","Benign prostatic hyperplasia with lower urinary tract symptoms"
77492,"tamsulosin","ICD10CM","N40.2","Nodular prostate without lower urinary tract symptoms"
77492,"tamsulosin","ICD10CM","R39.12","Poor urinary stream"
77492,"tamsulosin","ICD9CM","600","Hyperplasia of prostate"
77492,"tamsulosin","ICD9CM","600.0","Hypertrophy (benign) of prostate"
77492,"tamsulosin","ICD9CM","600.20","Benign localized hyperplasia of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS)"
77492,"tamsulosin","ICD9CM","600.9","Hyperplasia of prostate, unspecified"
77492,"tamsulosin","ICD9CM","600.90","Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)"
77492,"tamsulosin","ICD9CM","780-789.99","SYMPTOMS"
77492,"tamsulosin","ICD9CM","788.62","Slowing of urinary stream"
77655,"zoledronic acid","ICD10CM","C90.0","Kahler's disease"
77655,"zoledronic acid","ICD10CM","C90.00","Multiple myeloma NOS"
77655,"zoledronic acid","ICD10CM","D49.2","Neoplasm of unspecified behavior of bone, soft tissue, and skin"
77655,"zoledronic acid","ICD10CM","E83.52","Hypercalcemia"
77655,"zoledronic acid","ICD10CM","M81.0","Age-related osteoporosis without current pathological fracture"
77655,"zoledronic acid","ICD10CM","M88","Osteitis deformans [Paget's disease of bone]"
77655,"zoledronic acid","ICD10CM","M88.9","Osteitis deformans of unspecified bone"
77655,"zoledronic acid","ICD10CM","T14.8","Fracture NOS"
77655,"zoledronic acid","ICD9CM","203.0","Multiple myeloma"
77655,"zoledronic acid","ICD9CM","203.00","Multiple myeloma, without mention of having achieved remission"
77655,"zoledronic acid","ICD9CM","239.2","Neoplasm of unspecified nature of bone, soft tissue, and skin"
77655,"zoledronic acid","ICD9CM","275.3","Disorders of phosphorus metabolism"
77655,"zoledronic acid","ICD9CM","275.41","Hypocalcemia"
77655,"zoledronic acid","ICD9CM","275.42","Hypercalcemia"
77655,"zoledronic acid","ICD9CM","731.0","Osteitis deformans without mention of bone tumor"
77655,"zoledronic acid","ICD9CM","733.0","Osteoporosis"
