Period,Level,Region,ICB,Org Code,Org Name,Metric,Type,Value
01/09/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,Paediatric intensive care occupancy rate,All Type,2840
01/09/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,Paediatric intensive care occupancy rate,All Type,3112
01/09/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,Paediatric intensive care occupancy rate,All Type,3475
01/09/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,Paediatric intensive care occupancy rate,All Type,2362
01/09/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,Paediatric intensive care occupancy rate,All Type,2839
01/09/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,Paediatric intensive care occupancy rate,All Type,2522
01/09/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,Paediatric intensive care occupancy rate,All Type,1743
01/09/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,Paediatric intensive care occupancy rate,All Type,1945
01/09/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,Paediatric intensive care occupancy rate,All Type,1160
01/09/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",Paediatric intensive care occupancy rate,All Type,1772
01/09/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,Paediatric intensive care occupancy rate,All Type,1013
01/09/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,Paediatric intensive care occupancy rate,All Type,1208
01/09/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,Paediatric intensive care occupancy rate,All Type,2332
01/09/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",Paediatric intensive care occupancy rate,All Type,928
01/09/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,Paediatric intensive care occupancy rate,All Type,1388
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,Paediatric intensive care occupancy rate,All Type,2860
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,Paediatric intensive care occupancy rate,All Type,6559
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,Paediatric intensive care occupancy rate,All Type,3219
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,Paediatric intensive care occupancy rate,All Type,4427
01/09/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,Paediatric intensive care occupancy rate,All Type,5812
01/09/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,Paediatric intensive care occupancy rate,All Type,5798
01/09/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,Paediatric intensive care occupancy rate,All Type,2837
01/09/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Paediatric intensive care occupancy rate,All Type,1980
01/09/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,Paediatric intensive care occupancy rate,All Type,1214
01/09/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,Paediatric intensive care occupancy rate,All Type,3137
01/09/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,Paediatric intensive care occupancy rate,All Type,2809
01/09/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,Paediatric intensive care occupancy rate,All Type,1544
01/09/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,Paediatric intensive care occupancy rate,All Type,2475
01/09/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",Paediatric intensive care occupancy rate,All Type,1465
01/09/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",Paediatric intensive care occupancy rate,All Type,1833
01/09/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,Paediatric intensive care occupancy rate,All Type,623
01/09/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,Paediatric intensive care occupancy rate,All Type,2444
01/09/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,Paediatric intensive care occupancy rate,All Type,1356
01/09/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,Paediatric intensive care occupancy rate,All Type,853
01/09/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,Paediatric intensive care occupancy rate,All Type,943
01/09/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,Bedfordshire Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,Milton Keynes University Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGM,Royal Papworth Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,North West Anglia NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGT,Cambridge University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.448
01/09/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RQW,The Princess Alexandra Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWH,East and North Hertfordshire NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,Mid and South Essex NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RGP,James Paget University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RDE,East Suffolk and North Essex NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,West Suffolk NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAL,Royal Free London NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAN,Royal National Orthopaedic Hospital NHS Trust,Paediatric intensive care occupancy rate,Other,0.339
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RKE,Whittington Health NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0.885
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP6,Moorfields Eye Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RRV,University College London Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,Barts Health NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.388
01/09/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,Homerton Healthcare NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,R1K,London North West University Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RAS,The Hillingdon Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.45
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RYJ,Imperial College Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.405
01/09/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.605
01/09/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,Lewisham and Greenwich NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,King's College Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.579
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RAX,Kingston Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,Croydon Health Services NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ7,St George's University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.593
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RPY,The Royal Marsden NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RVR,Epsom and St Helier University Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.924
01/09/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRK,University Hospitals Birmingham NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RBK,Walsall Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RL4,The Royal Wolverhampton NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,The Dudley Group NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,South Warwickshire NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RLT,George Eliot Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,Wye Valley NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RWP,Worcestershire Acute Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,University Hospitals of Leicester NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.77
01/09/2025,Provider,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RWD,United Lincolnshire Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNQ,Kettering General Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNS,Northampton General Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RX1,Nottingham University Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.802
01/09/2025,Provider,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RXW,The Shrewsbury and Telford Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,University Hospitals of North Midlands NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.389
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCD,Harrogate and District NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RWA,Hull University Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R0B,South Tyneside and Sunderland NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RNN,North Cumbria Integrated Care NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RR7,Gateshead Health NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.784
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTF,Northumbria Healthcare NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTR,South Tees Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,1
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RVW,North Tees and Hartlepool NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RXP,County Durham and Darlington NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RCU,Sheffield Children's NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.344
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFF,Barnsley Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFR,The Rotherham NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCF,Airedale NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RR8,Leeds Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.8
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RWY,Calderdale and Huddersfield NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RXF,Mid Yorkshire Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBS,Alder Hey Children's NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.697
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REM,Liverpool University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REP,Liverpool Women's NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RET,The Walton Centre NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJN,East Cheshire NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJR,Countess of Chester Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,R0A,Manchester University NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.764
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RBV,The Christie NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RM3,Northern Care Alliance NHS Ft,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMC,Bolton NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RWJ,Stockport NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/09/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
